venue,address,country,latitude,longitude,humandate,humantime,startdate,enddate,instructor,helper,carpentry,curriculum,title,slug,flavor
"Thematic DCC life sciences & health office, Utrecht","HI-Five (5e etage), Jaarbeursplein 6, 3521 AL Utrecht","the Netherlands",52.08836094863116, 5.107289240661032,"16th and 17th of October 2024","16th of October: 10:00 - 17:00 CEST, 17th of October: 9:00 - 17:00",2024-10-15T22:00:00Z,2024-10-15T22:00:00Z,"Frank Martin, Bart van Beusekom, Djura Smits, Walter Baccinelli, Hector Cadavid, Cunliang Geng",,ds,ds-git,Introduction to federated analysis with vantage6,2024-10-16-vantage6,NA
