venue,address,country,latitude,longitude,humandate,humantime,startdate,enddate,instructor,helper,carpentry,curriculum,title,slug,flavor
"TDCC space (TODO)","HI-Five (5e etage, Jaarbeursplein 6, 3521 AL Utrecht","the Netherlands",NA,NA,"16th of October 2024","10:00 - 17:00 CEST",2024-10-15T22:00:00Z,2024-10-15T22:00:00Z,"Frank Martin, Bart van Beusekom, Djura Smits, Walter Baccinelli, Hector Cadavid, Cunliang Geng",,ds,ds-git,Collaborative version control with git and GitHub,2024-10-16-vantage6,NA
